GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC04_EST_VC14,HC04_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC04_EST_VC21,HC04_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC04_EST_VC22,HC04_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC04_EST_VC26,HC04_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC04_EST_VC31,HC04_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC04_EST_VC34,HC04_MOE_VC34,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC04_EST_VC37,HC04_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC04_EST_VC38,HC04_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC04_EST_VC39,HC04_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC04_EST_VC40,HC04_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC04_EST_VC41,HC04_MOE_VC41,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC04_EST_VC44,HC04_MOE_VC44
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Total; Margin of Error; Population 16 years and over,In labor force; Estimate; Population 16 years and over,In labor force; Margin of Error; Population 16 years and over,Employed; Estimate; Population 16 years and over,Employed; Margin of Error; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,Unemployment rate; Margin of Error; Population 16 years and over,Total; Estimate; AGE - 16 to 19 years,Total; Margin of Error; AGE - 16 to 19 years,In labor force; Estimate; AGE - 16 to 19 years,In labor force; Margin of Error; AGE - 16 to 19 years,Employed; Estimate; AGE - 16 to 19 years,Employed; Margin of Error; AGE - 16 to 19 years,Unemployment rate; Estimate; AGE - 16 to 19 years,Unemployment rate; Margin of Error; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Margin of Error; AGE - 20 to 24 years,In labor force; Estimate; AGE - 20 to 24 years,In labor force; Margin of Error; AGE - 20 to 24 years,Employed; Estimate; AGE - 20 to 24 years,Employed; Margin of Error; AGE - 20 to 24 years,Unemployment rate; Estimate; AGE - 20 to 24 years,Unemployment rate; Margin of Error; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 44 years,Total; Margin of Error; AGE - 25 to 44 years,In labor force; Estimate; AGE - 25 to 44 years,In labor force; Margin of Error; AGE - 25 to 44 years,Employed; Estimate; AGE - 25 to 44 years,Employed; Margin of Error; AGE - 25 to 44 years,Unemployment rate; Estimate; AGE - 25 to 44 years,Unemployment rate; Margin of Error; AGE - 25 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Margin of Error; AGE - 45 to 54 years,In labor force; Estimate; AGE - 45 to 54 years,In labor force; Margin of Error; AGE - 45 to 54 years,Employed; Estimate; AGE - 45 to 54 years,Employed; Margin of Error; AGE - 45 to 54 years,Unemployment rate; Estimate; AGE - 45 to 54 years,Unemployment rate; Margin of Error; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 64 years,Total; Margin of Error; AGE - 55 to 64 years,In labor force; Estimate; AGE - 55 to 64 years,In labor force; Margin of Error; AGE - 55 to 64 years,Employed; Estimate; AGE - 55 to 64 years,Employed; Margin of Error; AGE - 55 to 64 years,Unemployment rate; Estimate; AGE - 55 to 64 years,Unemployment rate; Margin of Error; AGE - 55 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Margin of Error; AGE - 65 to 74 years,In labor force; Estimate; AGE - 65 to 74 years,In labor force; Margin of Error; AGE - 65 to 74 years,Employed; Estimate; AGE - 65 to 74 years,Employed; Margin of Error; AGE - 65 to 74 years,Unemployment rate; Estimate; AGE - 65 to 74 years,Unemployment rate; Margin of Error; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over,Total; Margin of Error; AGE - 75 years and over,In labor force; Estimate; AGE - 75 years and over,In labor force; Margin of Error; AGE - 75 years and over,Employed; Estimate; AGE - 75 years and over,Employed; Margin of Error; AGE - 75 years and over,Unemployment rate; Estimate; AGE - 75 years and over,Unemployment rate; Margin of Error; AGE - 75 years and over,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),In labor force; Estimate; Hispanic or Latino origin (of any race),In labor force; Margin of Error; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Employed; Margin of Error; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","In labor force; Estimate; White alone, not Hispanic or Latino","In labor force; Margin of Error; White alone, not Hispanic or Latino","Employed; Estimate; White alone, not Hispanic or Latino","Employed; Margin of Error; White alone, not Hispanic or Latino","Unemployment rate; Estimate; White alone, not Hispanic or Latino","Unemployment rate; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; Population 20 to 64 years,Total; Margin of Error; Population 20 to 64 years,In labor force; Estimate; Population 20 to 64 years,In labor force; Margin of Error; Population 20 to 64 years,Employed; Estimate; Population 20 to 64 years,Employed; Margin of Error; Population 20 to 64 years,Unemployment rate; Estimate; Population 20 to 64 years,Unemployment rate; Margin of Error; Population 20 to 64 years,Total; Estimate; Population 20 to 64 years - SEX - Male,Total; Margin of Error; Population 20 to 64 years - SEX - Male,In labor force; Estimate; Population 20 to 64 years - SEX - Male,In labor force; Margin of Error; Population 20 to 64 years - SEX - Male,Employed; Estimate; Population 20 to 64 years - SEX - Male,Employed; Margin of Error; Population 20 to 64 years - SEX - Male,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Male,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Male,Total; Estimate; Population 20 to 64 years - SEX - Female,Total; Margin of Error; Population 20 to 64 years - SEX - Female,In labor force; Estimate; Population 20 to 64 years - SEX - Female,In labor force; Margin of Error; Population 20 to 64 years - SEX - Female,Employed; Estimate; Population 20 to 64 years - SEX - Female,Employed; Margin of Error; Population 20 to 64 years - SEX - Female,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female,Total; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,Total; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,In labor force; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,In labor force; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,Employed; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,Employed; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,In labor force; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,In labor force; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Employed; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Employed; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; DISABILITY STATUS - With any disability,Total; Margin of Error; DISABILITY STATUS - With any disability,In labor force; Estimate; DISABILITY STATUS - With any disability,In labor force; Margin of Error; DISABILITY STATUS - With any disability,Employed; Estimate; DISABILITY STATUS - With any disability,Employed; Margin of Error; DISABILITY STATUS - With any disability,Unemployment rate; Estimate; DISABILITY STATUS - With any disability,Unemployment rate; Margin of Error; DISABILITY STATUS - With any disability,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Total; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,Total; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over,In labor force; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,In labor force; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over,Employed; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,Employed; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over,Unemployment rate; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,Unemployment rate; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over
0100000US,,United States,253588947,45860,63.3,0.1,58.4,0.1,7.2,0.1,17165294,39094,37.6,0.2,28.8,0.2,22.5,0.3,22698029,31498,74.1,0.2,63.5,0.2,12.7,0.2,84074458,41510,82.0,0.1,76.0,0.1,6.7,0.1,43353277,33047,79.9,0.1,75.5,0.1,5.3,0.1,40082996,17556,64.2,0.1,61.0,0.1,4.9,0.1,26418204,18807,25.3,0.1,24.2,0.1,4.2,0.1,19796689,12990,6.3,0.1,6.0,0.1,3.9,0.2,248076728,52535,63.3,0.1,58.4,0.1,7.1,0.1,189947468,73914,63.1,0.1,58.9,0.1,6.1,0.1,31139385,38618,62.1,0.1,53.5,0.1,13.2,0.1,1957788,23333,57.7,0.5,49.7,0.5,13.3,0.5,13649328,20924,64.6,0.2,60.8,0.2,5.6,0.1,430315,9204,66.9,1.1,58.5,1.0,10.7,1.0,10952444,77020,69.1,0.3,62.6,0.3,9.1,0.2,5512219,60282,65.1,0.3,57.2,0.3,11.1,0.3,39196135,19173,67.1,0.1,61.1,0.1,8.4,0.1,163894921,24400,62.5,0.1,58.6,0.1,5.8,0.1,190208760,45030,76.8,0.1,71.2,0.1,6.7,0.1,94411637,31501,81.8,0.1,75.4,0.1,6.8,0.1,95797123,28145,71.9,0.1,67.1,0.1,6.6,0.1,14454569,62618,67.3,0.2,61.5,0.2,8.4,0.1,26615575,118800,51.5,0.2,38.6,0.2,25.0,0.2,19936153,79890,40.7,0.2,34.5,0.2,14.9,0.2,167510731,54212,77.2,0.1,72.3,0.1,6.0,0.1,19642984,93072,60.3,0.2,53.7,0.2,10.8,0.2,44135232,108866,72.4,0.1,66.6,0.1,7.7,0.1,50946647,91204,78.9,0.1,73.6,0.1,6.1,0.1,52785868,150803,85.9,0.1,82.6,0.1,3.4,0.1,8.2,(X),(X),(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,7900178,6904,62.4,0.2,56.3,0.3,8.3,0.2,533643,7970,38.6,1.2,27.4,1.1,27.4,1.8,704598,6975,74.4,1.0,59.0,1.1,15.7,0.9,2599916,9062,82.2,0.4,74.6,0.4,7.5,0.3,1362793,7132,78.8,0.6,73.9,0.6,5.9,0.4,1238079,2976,61.3,0.7,58.1,0.7,5.4,0.4,869336,2944,22.2,0.6,21.2,0.6,4.3,0.6,591813,2793,6.0,0.4,5.7,0.4,4.7,1.7,N,N,N,N,N,N,N,N,5606951,9836,61.9,0.3,56.8,0.3,6.6,0.2,1676439,7892,62.4,0.6,53.2,0.7,13.8,0.7,86096,3126,51.2,2.5,45.2,2.6,10.4,3.1,192143,3432,67.9,1.6,63.4,1.7,5.7,1.1,N,N,N,N,N,N,N,N,213811,9484,73.6,1.6,66.0,1.8,8.2,1.4,119998,6638,64.6,2.4,53.6,2.5,13.3,2.4,569009,3508,73.1,0.9,65.3,0.9,8.2,0.8,5283527,4673,61.2,0.3,56.2,0.3,6.6,0.2,5905386,6897,76.1,0.3,69.1,0.3,7.7,0.2,2890862,5180,80.9,0.4,72.6,0.4,7.6,0.3,3014524,5000,71.5,0.4,65.8,0.5,7.7,0.4,451998,9454,68.3,1.3,61.4,1.3,9.6,1.0,928841,17357,53.4,1.0,38.5,0.9,27.7,1.2,703427,13186,37.8,1.0,31.3,0.9,16.0,1.1,5200788,8089,76.4,0.3,70.5,0.3,6.7,0.2,624532,13714,58.8,1.2,51.0,1.2,13.2,0.9,1299871,15310,71.6,0.7,64.6,0.7,9.1,0.5,1703146,16287,78.3,0.5,71.9,0.6,6.5,0.4,1573239,19402,85.2,0.4,81.5,0.5,3.4,0.3,7.7,(X),(X),(X),(X),(X),(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",124372,713,62.0,1.8,57.6,2.0,7.0,1.5,9683,978,35.2,7.1,30.7,6.9,12.8,8.6,10284,733,76.8,6.9,69.1,7.6,9.8,6.2,37759,881,81.8,3.1,76.0,3.8,7.1,2.7,22120,625,83.1,3.7,78.4,4.4,5.6,2.8,19416,536,62.0,4.9,58.0,4.9,6.6,3.3,14205,384,24.7,5.2,24.4,5.3,1.6,2.7,10905,72,8.7,3.0,7.9,2.8,9.3,9.6,N,N,N,N,N,N,N,N,92013,1399,61.1,1.9,57.0,2.3,6.7,1.8,23127,644,65.5,4.1,60.3,4.8,7.9,4.5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,85470,480,60.3,1.9,56.0,2.3,7.1,1.9,89579,842,77.3,2.1,71.9,2.4,6.9,1.7,42978,916,83.2,2.8,77.2,3.2,7.1,2.0,46601,506,71.8,3.1,67.0,3.3,6.7,2.3,7352,1234,67.9,7.7,61.4,8.2,9.6,6.9,14978,2361,52.6,5.9,42.2,5.9,19.7,7.1,13190,1798,35.6,4.9,29.3,4.8,17.6,9.2,79295,774,77.3,2.2,72.3,2.6,6.5,1.7,12500,1923,65.8,6.4,58.1,7.3,11.6,5.4,21591,2634,75.8,4.5,69.9,4.8,7.8,2.9,29007,2810,78.0,3.9,74.1,4.3,5.1,2.5,16197,1681,87.0,4.7,83.1,5.2,4.4,2.6,14.0,(X),(X),(X),(X),(X),(X),(X)
