year,geo_description,type,subtype,success,trials,estimate,se
2008,Durham,Age,25 to 44,11,85409,12.879204767647437,3.8832263465857224
2008,Durham,Age,45 to 64,4,59469,6.726193478955422,3.363096739477711
2008,Durham,Age,65 and over,5,24706,20.23799886667206,9.050708238888486
2008,Durham,Age,Under 25,3,89772,3.3417992247025796,1.929388681959717
2008,Durham,Comparison Community,Total,23,259356,8.868119495982357,1.8491307404928823
2008,Durham,Gender,Female,4,135388,2.954471592755636,1.477235796377818
2008,Durham,Gender,Male,19,123968,15.326535880227157,3.5161484766558093
2008,Durham,Race / Ethnicity,African American,6,99666,6.02010715790741,2.4576984556249655
2008,Durham,Race / Ethnicity,"White, non-Hispanic",16,113777,14.06259613102824,3.51564903275706
2008,Forsyth,Age,25 to 44,16,92815,17.23859289985455,4.309648224963637
2008,Forsyth,Age,45 to 64,15,89483,16.76296056234145,4.32817780607201
2008,Forsyth,Age,65 and over,5,43756,11.427004296553616,5.1103116772552095
2008,Forsyth,Age,Under 25,3,118276,2.5364401907403025,1.4644144269072994
2008,Forsyth,Comparison Community,Total,39,344330,11.32634391426829,1.8136665403532652
2008,Forsyth,Gender,Female,14,180636,7.750393055647822,2.0713796733618666
2008,Forsyth,Gender,Male,25,163694,15.272398499639571,3.0544796999279145
2008,Forsyth,Race / Ethnicity,African American,3,90117,3.329005626019508,1.9220022943161414
2008,Forsyth,Race / Ethnicity,"White, non-Hispanic",36,209156,17.212033123601522,2.8686721872669203
2008,Guilford,Age,25 to 44,18,131837,13.653223298467045,3.2180955931334037
2008,Guilford,Age,45 to 64,17,120294,14.132043160922407,3.4275239210747506
2008,Guilford,Age,65 and over,8,57732,13.857132959190743,4.899236341623692
2008,Guilford,Age,Under 25,5,167946,2.977147416431472,1.331420800435729
2008,Guilford,Comparison Community,Total,48,477809,10.045855142954611,1.4499942927562077
2008,Guilford,Gender,Female,14,250214,5.595210499812161,1.495382906941235
2008,Guilford,Gender,Male,34,227595,14.938816757837387,2.561985937672313
2008,Guilford,Race / Ethnicity,African American,7,155175,4.511035927178992,1.7050113169418983
2008,Guilford,Race / Ethnicity,"White, non-Hispanic",41,269744,15.199596654605848,2.373778188739267
2008,North Carolina,Age,25 to 44,414,2570907,16.10326627917696,0.7914323602283476
2008,North Carolina,Age,45 to 64,427,2405101,17.753932163347816,0.8591729960518009
2008,North Carolina,Age,65 and over,176,1170697,15.033779022240596,1.1332137317701847
2008,North Carolina,Age,Under 25,141,3162744,4.458154058627572,0.3754443004883708
2008,North Carolina,Comparison Community,Total,1158,9309449,12.438974637489286,0.3655361241502812
2008,North Carolina,Gender,Female,270,4771376,5.658744982579449,0.3443802526808825
2008,North Carolina,Gender,Male,888,4538073,19.56777689561186,0.6566515975283491
2008,North Carolina,Race / Ethnicity,African American,110,2026732,5.427456614885441,0.517487683704679
2008,North Carolina,Race / Ethnicity,"White, non-Hispanic",1017,6231090,16.32138197329841,0.5117954874380557
2009,Durham,Age,25 to 44,10,86732,11.52976986579348,3.646033367348129
2009,Durham,Age,45 to 64,6,61232,9.798798014110268,4.000342537861213
2009,Durham,Age,65 and over,1,25496,3.922183871979918,3.922183871979918
2009,Durham,Age,Under 25,1,91896,1.0881866457734832,1.088186645773483
2009,Durham,Comparison Community,Total,18,265356,6.78334011667345,1.5988485985315144
2009,Durham,Gender,Female,1,138795,0.7204870492452898,0.7204870492452898
2009,Durham,Gender,Male,17,126561,13.432257962563506,3.2578010805996005
2009,Durham,Race / Ethnicity,African American,9,102121,8.81307468591181,2.9376915619706034
2009,Durham,Race / Ethnicity,"White, non-Hispanic",9,114854,7.836035314399149,2.6120117714663835
2009,Forsyth,Age,25 to 44,15,92302,16.251002145132283,4.1959907111518895
2009,Forsyth,Age,45 to 64,24,91514,26.22549555259305,5.3532568629568775
2009,Forsyth,Age,65 and over,2,44750,4.46927374301676,3.1602537706661344
2009,Forsyth,Age,Under 25,7,119966,5.834986579530867,2.2054176275482975
2009,Forsyth,Comparison Community,Total,48,348532,13.772049625285485,1.9878241396128646
2009,Forsyth,Gender,Female,9,183153,4.913924423842361,1.6379748079474536
2009,Forsyth,Gender,Male,39,165379,23.582196046656467,3.776173515620725
2009,Forsyth,Race / Ethnicity,African American,8,91268,8.765394223605206,3.0990348476423173
2009,Forsyth,Race / Ethnicity,"White, non-Hispanic",40,209359,19.10593764777249,3.0209139900060467
2009,Guilford,Age,25 to 44,20,131355,15.225914506490046,3.4046179856111904
2009,Guilford,Age,45 to 64,20,123373,16.211002407333858,3.624890336621124
2009,Guilford,Age,65 and over,7,59153,11.83371933798793,4.472725493321709
2009,Guilford,Age,Under 25,6,170299,3.5232150511746982,1.4383465215786222
2009,Guilford,Comparison Community,Total,53,484180,10.94634226940394,1.5035957473006978
2009,Guilford,Gender,Female,16,253734,6.305816327334926,1.5764540818337316
2009,Guilford,Gender,Male,37,230446,16.05582218827838,2.6395609081078515
2009,Guilford,Race / Ethnicity,African American,4,159070,2.514616206701452,1.257308103350726
2009,Guilford,Race / Ethnicity,"White, non-Hispanic",47,269642,17.43051898443121,2.542502503467948
2009,North Carolina,Age,25 to 44,415,2573672,16.124820878495782,0.7915363258202041
2009,North Carolina,Age,45 to 64,431,2466121,17.476839133197437,0.8418297193052041
2009,North Carolina,Age,65 and over,176,1206650,14.585836820950565,1.0994488179191644
2009,North Carolina,Age,Under 25,138,3203123,4.3082953729844276,0.36674645726906924
2009,North Carolina,Comparison Community,Total,1160,9449566,12.275696047839656,0.36042684639540906
2009,North Carolina,Gender,Female,238,4846501,4.910759329256302,0.31831724826924646
2009,North Carolina,Gender,Male,921,4603065,20.008407441563392,0.6592994409374414
2009,North Carolina,Race / Ethnicity,African American,99,2060819,4.803915336572499,0.48281165745590465
2009,North Carolina,Race / Ethnicity,"White, non-Hispanic",1034,6283354,16.456179295325395,0.5117628321057043
2010,Durham,Age,25 to 44,10,88627,11.283243255441343,3.56807480809277
2010,Durham,Age,45 to 64,9,63643,14.141382398692707,4.713794132897569
2010,Durham,Age,65 and over,3,26514,11.31477709889115,6.532589603865419
2010,Durham,Age,Under 25,3,92543,3.2417362739483266,1.871617310405841
2010,Durham,Comparison Community,Total,25,271327,9.213974281954984,1.8427948563909968
2010,Durham,Gender,Female,6,140499,4.270493028420131,1.7434214782903636
2010,Durham,Gender,Male,19,130828,14.52288500932522,3.331778322332126
2010,Durham,Race / Ethnicity,African American,7,104704,6.685513447432762,2.5268865669550262
2010,Durham,Race / Ethnicity,"White, non-Hispanic",18,116136,15.499070055796652,3.653165846179725
2010,Forsyth,Age,25 to 44,8,92117,8.684607618572032,3.070472469518319
2010,Forsyth,Age,45 to 64,16,92842,17.233579629908878,4.308394907477219
2010,Forsyth,Age,65 and over,10,45785,21.841214371519058,6.906798427800326
2010,Forsyth,Age,Under 25,7,120677,5.8006082352063775,2.192423834752762
2010,Forsyth,Comparison Community,Total,41,351421,11.666918027095706,1.8220664779375304
2010,Forsyth,Gender,Female,11,184691,5.955893898457424,1.7957695774863962
2010,Forsyth,Gender,Male,30,166730,17.99316259821268,3.2850870119664495
2010,Forsyth,Race / Ethnicity,African American,3,92214,3.2533021016331576,1.8782948441330787
2010,Forsyth,Race / Ethnicity,"White, non-Hispanic",38,209003,18.181557202528193,2.949438047764375
2010,Guilford,Age,25 to 44,10,131533,7.602654847072598,2.4041705580868524
2010,Guilford,Age,45 to 64,21,125989,16.668121820158902,3.637282377791585
2010,Guilford,Age,65 and over,5,60604,8.250280509537324,3.689637610553412
2010,Guilford,Age,Under 25,6,171422,3.5001341718099197,1.4289237920355486
2010,Guilford,Comparison Community,Total,42,489548,8.57934257723451,1.3238213001396921
2010,Guilford,Gender,Female,12,256589,4.676739844654291,1.3500585041205018
2010,Guilford,Gender,Male,30,232959,12.877802531775979,2.351154312583614
2010,Guilford,Race / Ethnicity,African American,6,162385,3.6949225605813343,1.508445818753689
2010,Guilford,Race / Ethnicity,"White, non-Hispanic",35,269488,12.987591284213025,2.1953036065055276
2010,North Carolina,Age,25 to 44,374,2577465,14.510381324285683,0.7503139559921751
2010,North Carolina,Age,45 to 64,474,2518956,18.81731955619709,0.8643081124512394
2010,North Carolina,Age,65 and over,174,1243207,13.996060189493784,1.0610385847467814
2010,North Carolina,Age,Under 25,136,3234619,4.2045137309834635,0.3605340780379575
2010,North Carolina,Comparison Community,Total,1158,9574247,12.094945952407537,0.3554263750908777
2010,North Carolina,Gender,Female,264,4904145,5.383201353141067,0.3313131404000477
2010,North Carolina,Gender,Male,894,4670102,19.143050837005273,0.6402393946738659
2010,North Carolina,Race / Ethnicity,African American,94,2091260,4.4948978128018515,0.46361331038860104
2010,North Carolina,Race / Ethnicity,"White, non-Hispanic",1043,6329756,16.477728367412585,0.5102173057525485
2011,Durham,Age,25 to 44,11,90691,12.129097705395242,3.657060557668787
2011,Durham,Age,45 to 64,10,65564,15.252272588615702,4.823192087377798
2011,Durham,Age,65 and over,4,27495,14.548099654482634,7.274049827241317
2011,Durham,Age,Under 25,3,93131,3.2212689652210327,1.8598005042025505
2011,Durham,Comparison Community,Total,28,276881,10.112647671743456,1.911110773989252
2011,Durham,Gender,Female,4,143600,2.785515320334262,1.392757660167131
2011,Durham,Gender,Male,24,133281,18.007067774101333,3.6756773175218944
2011,Durham,Race / Ethnicity,African American,7,107273,6.525407138795409,2.4663720703854564
2011,Durham,Race / Ethnicity,"White, non-Hispanic",21,118226,17.762590293167325,3.876114978901291
