GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
Id,Id2,Geography,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),"Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino","Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino","Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0100000US,,United States,113101329,146859,52029,73,78.7,0.1,55333,96,11.8,0.1,35425,165,0.7,0.1,37815,991,3.8,0.1,70069,597,0.1,0.1,57721,3964,3.5,0.1,40522,310,1.4,0.1,46640,583,11.2,0.1,41470,185,71.6,0.1,56826,98,4.6,0.1,27047,236,35.6,0.1,57034,150,38.9,0.1,63837,170,20.9,0.1,33787,118,75030551,141041,63366,122,46.3,0.1,60944,153,53.7,0.1,65514,133,74.2,0.1,75387,96,18.9,0.1,31325,140,6.9,0.1,44066,344,38070778,73010,31649,84,53.6,0.1,26838,112,46.1,0.1,24022,113,7.5,0.1,53889,535,46.4,0.1,37563,228,36.4,0.1,33185,244,10.0,0.1,58661,606,27.5,(X),(X),(X),27.9,(X),(X),(X),25.4,(X),(X),(X)
0400000US37,37,North Carolina,3595175,14706,46549,423,73.5,0.2,52020,490,20.8,0.2,32345,782,0.9,0.1,31996,3352,1.4,0.1,61969,3576,N,N,48084,18083,2.4,0.1,31020,1121,1.0,0.1,42426,5280,4.9,0.1,34426,1701,71.1,0.3,52412,542,5.1,0.2,26599,1387,37.0,0.2,50957,705,38.1,0.2,55319,707,19.8,0.2,31184,564,2397731,16444,56588,586,45.5,0.4,54188,1202,54.5,0.4,58377,759,74.1,0.4,68725,804,19.4,0.4,26876,697,6.5,0.3,36487,1261,1197444,13984,28820,557,54.4,0.6,24769,562,47.5,0.7,22322,496,6.9,0.4,48778,2071,45.6,0.6,33285,1054,35.6,0.7,30150,640,10.0,0.5,49846,1816,26.8,(X),(X),(X),27.2,(X),(X),(X),24.9,(X),(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",59882,1725,42822,3184,72.6,2.0,50740,2266,18.2,1.3,28935,5135,N,N,39559,20679,N,N,94859,49694,N,N,-,**,N,N,30459,8601,N,N,18953,17573,8.4,1.3,31894,14052,71.4,1.8,50562,2335,6.8,1.8,21569,4652,35.6,2.3,42280,6274,36.8,2.0,52844,5544,20.8,2.0,37839,7083,40614,2156,51052,2806,N,N,42315,10200,N,N,57110,4630,N,N,63884,6460,N,N,24130,2886,N,N,38478,10609,19268,1900,30459,6396,52.0,5.5,25246,7766,43.7,5.5,21820,8879,8.3,3.4,39921,21824,48.0,5.5,34619,5561,35.8,5.5,34565,6572,12.2,5.0,34712,20102,29.6,(X),(X),(X),30.4,(X),(X),(X),26.6,(X),(X),(X)
0500000US37019,37019,"Brunswick County, North Carolina",46869,2504,46179,2885,85.4,2.2,47822,3113,12.2,2.2,32827,14873,N,N,-,**,N,N,39477,25777,N,N,-,**,N,N,26313,318,N,N,51767,25508,N,N,33901,27055,83.0,2.2,48119,3126,4.6,2.0,34924,32940,34.3,3.2,47029,6496,34.9,2.5,48307,5497,26.3,1.9,40237,6235,32104,2478,51133,3178,N,N,45570,11950,N,N,52234,4581,N,N,58190,7672,N,N,27365,4665,N,N,52682,34381,14765,2355,27927,4343,45.5,6.1,30372,3399,35.5,6.3,26321,6251,10.1,6.2,65914,7454,54.5,6.1,26435,4631,45.1,6.8,25115,8048,9.3,5.0,75672,38356,32.1,(X),(X),(X),29.9,(X),(X),(X),36.5,(X),(X),(X)
0500000US37021,37021,"Buncombe County, North Carolina",100241,2117,43640,2042,90.4,0.9,44516,2100,6.4,0.9,31361,14856,N,N,N,N,N,N,N,N,N,N,-,**,N,N,30000,15396,N,N,50734,26859,N,N,30527,7788,88.1,0.9,44801,2183,5.5,1.2,34696,10982,33.0,1.6,45175,4029,37.6,1.5,51832,3119,23.9,0.9,30935,2780,60704,2543,55215,2816,41.3,2.8,51032,4035,58.7,2.8,56749,2826,76.8,2.7,61722,2826,16.7,2.6,28695,4679,6.5,1.5,38141,14371,39537,2544,27004,1826,59.2,3.5,25143,2251,48.6,3.7,22127,2378,10.6,2.9,38919,12982,40.8,3.5,29048,3611,29.7,3.3,25610,3147,11.1,2.7,60774,26139,22.3,(X),(X),(X),21.4,(X),(X),(X),22.3,(X),(X),(X)
0500000US37023,37023,"Burke County, North Carolina",32856,1697,35520,2706,91.5,1.7,35634,2777,N,N,N,N,N,N,N,N,N,N,48300,10598,N,N,-,**,N,N,14381,5142,N,N,41809,25873,N,N,20850,8629,88.8,1.8,36200,2795,3.2,1.6,25229,33474,30.0,2.7,42191,10695,42.9,2.7,43501,6168,23.8,2.3,21970,4222,22322,1778,45655,3317,37.7,4.1,46069,9697,62.3,4.1,45483,3503,73.8,4.7,50936,4193,19.1,4.0,20722,5530,7.2,2.7,32383,10275,10534,1527,20297,3818,57.7,5.9,16996,5670,51.8,6.4,15175,3104,5.9,3.4,43750,33680,42.3,5.9,22165,5287,33.3,6.6,18825,8160,9.0,4.1,42197,16204,22.3,(X),(X),(X),22.6,(X),(X),(X),21.0,(X),(X),(X)
0500000US37025,37025,"Cabarrus County, North Carolina",62559,1404,56782,2582,82.8,1.4,57437,3696,13.3,1.3,47716,14731,N,N,N,N,N,N,121844,94659,N,N,-,**,N,N,N,N,N,N,77516,10423,5.4,1.0,37184,16691,79.1,1.5,59145,3965,4.2,1.3,32283,17281,38.0,1.7,63841,5814,40.2,2.0,64139,6827,17.5,1.2,35918,2122,41441,2394,70477,3153,48.0,2.8,73157,6922,52.0,2.8,68966,4443,80.7,2.7,78581,3601,12.9,2.4,35697,6556,6.5,1.8,49946,10163,21118,2080,31793,4065,55.1,4.7,26799,7014,49.0,4.8,21831,7625,6.1,2.7,58980,24586,44.9,4.7,40664,4485,34.8,4.7,39403,5874,10.2,3.2,52963,20076,32.4,(X),(X),(X),31.8,(X),(X),(X),33.2,(X),(X),(X)
0500000US37027,37027,"Caldwell County, North Carolina",31044,1346,43421,6679,90.5,2.4,45481,4985,N,N,N,N,N,N,-,**,N,N,-,**,N,N,-,**,N,N,61391,49601,N,N,N,N,N,N,N,N,89.3,2.6,45654,4791,2.1,1.2,20964,16689,35.4,3.7,43744,8588,38.1,3.3,52131,6074,24.4,2.4,31838,7568,22225,1651,53478,3060,N,N,51341,5761,N,N,55253,3509,N,N,59425,4320,N,N,21301,4164,N,N,45938,19230,8819,1369,20379,3427,53.6,9.4,13807,2237,50.8,9.4,13615,2004,2.8,2.1,26759,122735,46.4,9.4,23244,4716,36.7,9.2,22242,5082,9.7,5.3,37172,25280,27.3,(X),(X),(X),27.7,(X),(X),(X),25.8,(X),(X),(X)
0500000US37035,37035,"Catawba County, North Carolina",60564,1573,43009,2217,86.7,1.6,46904,2889,8.3,1.2,27570,5469,N,N,-,**,N,N,38895,23498,N,N,-,**,N,N,19248,10121,N,N,N,N,N,N,25216,7175,84.5,1.5,47584,3135,2.9,1.1,21226,9424,37.7,2.0,46834,4489,38.1,2.0,53633,5822,21.3,1.7,25057,4384,39795,1959,55418,3768,39.3,4.1,50423,5758,60.7,4.1,57972,4609,76.0,3.6,65681,4270,18.2,3.5,24966,4343,5.8,1.9,39853,5166,20769,1824,29925,3829,50.6,6.1,28001,7692,45.3,5.4,23181,6129,5.3,2.6,48096,26840,49.4,6.1,31367,5232,37.1,5.1,24955,5295,12.4,4.5,40873,7485,21.7,(X),(X),(X),22.0,(X),(X),(X),21.3,(X),(X),(X)
