GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0100000US,,United States,117259427,146938,53657,93,77.2,0.1,57355,94,12.2,0.1,35481,167,0.7,0.1,37227,789,4.5,0.1,74105,683,0.1,0.1,52815,2474,3.4,0.1,40865,303,1.9,0.1,48424,715,12.5,0.1,42748,237,68.8,0.1,59622,116,3.8,0.1,27047,230,32.8,0.1,58970,223,39.4,0.1,65018,147,24.0,0.1,39186,107,77152072,126112,65910,113,42.9,0.1,62091,156,57.1,0.1,68166,136,72.7,0.1,80036,110,19.8,0.1,32087,139,7.5,0.1,45426,308,40107355,83075,32220,67,53.3,0.1,28209,152,45.0,0.1,25085,102,8.2,0.1,55152,456,46.7,0.1,38020,180,36.3,0.1,32451,105,10.5,0.1,61071,332,31.3,(X),(X),(X),31.8,(X),(X),(X),28.6,(X),(X),(X)
0400000US37,37,North Carolina,3790620,14716,46556,381,72.1,0.2,51707,432,21.3,0.2,33022,884,1.0,0.1,33094,1975,2.0,0.1,69651,4276,N,N,41953,12785,2.2,0.1,29978,1854,1.3,0.1,37547,3442,6.0,0.1,32463,1768,68.6,0.2,52759,588,4.2,0.2,23630,2347,33.3,0.3,49869,701,38.5,0.3,55226,718,24.0,0.2,36252,599,2492048,17217,57380,633,42.4,0.4,53349,1169,57.6,0.4,59598,663,72.4,0.4,71101,626,20.7,0.4,28916,760,6.9,0.3,35996,1464,1298572,16253,28820,561,55.5,0.6,25588,580,47.8,0.5,23118,611,7.7,0.4,46319,2078,44.5,0.6,32245,655,35.2,0.6,29099,982,9.3,0.4,49947,2188,28.5,(X),(X),(X),29.0,(X),(X),(X),26.1,(X),(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",62799,1229,39576,2701,76.2,1.9,42993,3796,18.2,1.3,35912,2754,N,N,N,N,N,N,63175,36591,N,N,-,**,N,N,26052,7939,N,N,27273,8638,N,N,36396,9023,72.5,1.9,42641,4128,5.1,1.2,14945,9245,29.3,1.8,41491,4186,40.1,1.7,50258,7844,25.6,1.1,30729,2674,39521,1724,51269,6199,39.4,3.1,48939,12465,60.6,3.1,52485,5210,69.2,4.3,66715,5070,23.5,3.7,27710,5831,7.3,2.0,39127,6097,23278,1689,23449,2189,55.9,4.0,22733,2387,48.3,3.9,22690,2523,7.7,2.8,23362,25221,44.1,4.0,24654,4341,35.6,4.6,22152,4103,8.5,3.0,48053,9733,33.6,(X),(X),(X),31.7,(X),(X),(X),34.5,(X),(X),(X)
0500000US37019,37019,"Brunswick County, North Carolina",49842,2282,46721,3161,86.2,1.4,48981,3874,9.9,1.0,40982,8285,N,N,28940,11695,N,N,58011,48026,N,N,-,**,N,N,N,N,N,N,N,N,N,N,N,N,84.8,1.3,49149,3794,2.9,1.4,18098,19181,20.6,2.2,38534,6897,39.8,2.5,56736,4650,36.7,2.1,44666,4090,32744,2164,55682,4536,N,N,37109,7409,N,N,61068,3427,N,N,65271,6232,N,N,25420,8700,N,N,31460,2525,17098,1618,31481,4623,54.8,5.4,27958,4810,47.5,5.8,25237,6113,7.4,3.2,49080,29544,45.2,5.4,38750,8676,35.7,5.6,32319,6472,9.4,3.7,46815,14789,26.9,(X),(X),(X),29.2,(X),(X),(X),20.4,(X),(X),(X)
0500000US37021,37021,"Buncombe County, North Carolina",103299,2347,47671,2147,90.8,1.2,48419,2313,N,N,34409,9284,N,N,50773,34285,N,N,51890,45410,N,N,-,**,N,N,N,N,N,N,61179,24528,N,N,N,N,87.6,1.1,49051,2299,4.4,1.0,27797,5636,29.8,1.7,51501,2675,38.9,1.5,54562,4234,27.0,1.2,37884,2362,60424,2674,62095,3923,33.1,3.0,58514,9948,66.9,3.0,63933,5197,82.2,2.4,72266,4294,13.1,2.2,33173,7377,4.7,1.4,39758,14247,42875,2780,29283,2109,60.9,2.9,28425,2977,51.3,3.6,25992,3263,9.7,1.9,47383,4171,39.1,2.9,30323,2313,30.7,2.8,27265,3322,8.3,1.9,52066,18112,21.4,(X),(X),(X),21.6,(X),(X),(X),20.7,(X),(X),(X)
0500000US37023,37023,"Burke County, North Carolina",33214,1510,37086,4504,89.3,2.0,40601,5001,N,N,21641,14345,N,N,-,**,N,N,34263,2773,N,N,-,**,N,N,22491,9255,N,N,N,N,N,N,21232,7100,88.4,1.9,40726,5390,2.2,1.3,13390,17655,26.5,2.5,30327,4691,42.8,2.6,48985,5502,28.5,2.0,29090,4400,21918,1497,50528,4100,N,N,37703,14235,N,N,54588,5846,N,N,61786,6398,N,N,24172,5406,N,N,30014,12633,11296,1326,21929,3265,55.6,5.9,19250,4829,50.9,6.2,16565,5734,4.7,2.6,38358,5420,44.4,5.9,26283,3174,35.5,6.6,26057,3324,8.9,5.3,40388,35223,26.2,(X),(X),(X),24.8,(X),(X),(X),26.9,(X),(X),(X)
0500000US37025,37025,"Cabarrus County, North Carolina",69144,1403,54347,3305,75.3,1.5,61283,3584,17.6,1.3,41013,5459,N,N,-,**,N,N,92214,43967,N,N,-,**,N,N,34313,15800,N,N,N,N,7.3,1.0,39133,6351,72.5,1.5,63347,5455,2.0,0.8,36977,13584,36.5,1.8,63880,8219,39.8,2.0,68335,7337,21.8,1.4,37092,2962,49922,2124,65469,5109,48.1,3.2,64919,9359,51.9,3.2,65817,5955,75.3,3.3,78649,3966,18.3,2.7,33122,4490,6.4,2.1,51194,9652,19222,1895,34570,6607,53.2,6.1,28185,5624,46.5,5.7,24837,6046,6.7,2.4,52022,16063,46.8,6.1,41563,7256,41.5,6.2,41610,8772,5.3,2.5,39835,18351,28.8,(X),(X),(X),29.1,(X),(X),(X),27.5,(X),(X),(X)
0500000US37027,37027,"Caldwell County, North Carolina",30458,1438,37876,3773,91.0,2.2,39954,4703,N,N,N,N,N,N,N,N,N,N,-,**,N,N,-,**,N,N,N,N,N,N,N,N,N,N,23634,9695,89.7,2.3,40351,4893,1.2,0.9,7115,26919,24.8,3.2,37566,6271,43.0,3.1,49254,6115,31.0,2.6,27510,3382,20610,1649,47111,4661,N,N,46097,9254,N,N,48029,6851,N,N,57412,3522,N,N,28432,10685,N,N,28278,19051,9848,1363,21906,6521,54.9,6.4,18487,8930,50.3,6.3,16705,5084,4.6,2.7,36960,25408,45.1,6.4,23125,5540,39.8,6.7,22050,5842,5.2,4.3,32394,171094,37.7,(X),(X),(X),35.9,(X),(X),(X),41.5,(X),(X),(X)
0500000US37031,37031,"Carteret County, North Carolina",28773,1334,48881,3377,92.0,1.6,49988,3230,N,N,31293,16754,N,N,N,N,N,N,36319,34151,N,N,-,**,N,N,-,**,N,N,31821,29030,N,N,26592,23746,89.8,1.8,50591,3261,1.9,1.0,22917,17400,24.9,2.0,46226,13006,39.6,2.2,53518,6136,33.7,2.0,44144,5395,18064,1318,63104,7828,N,N,50754,15347,N,N,67099,7087,N,N,74901,5211,N,N,27199,9966,N,N,22421,22411,10709,1117,28044,4742,57.3,4.9,24940,4308,49.6,5.1,22663,5138,7.7,3.0,46552,17365,42.7,4.9,35227,8088,35.5,4.9,31709,7679,7.2,3.2,40896,11111,24.1,(X),(X),(X),25.1,(X),(X),(X),21.6,(X),(X),(X)
