GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; One race-- - White,Total; Margin of Error; One race-- - White,Median income (dollars); Estimate; One race-- - White,Median income (dollars); Margin of Error; One race-- - White,Total; Estimate; One race-- - Black or African American,Total; Margin of Error; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Median income (dollars); Margin of Error; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Total; Margin of Error; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Total; Margin of Error; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Median income (dollars); Margin of Error; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Total; Margin of Error; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Median income (dollars); Margin of Error; One race-- - Some other race,Total; Estimate; Two or more races,Total; Margin of Error; Two or more races,Median income (dollars); Estimate; Two or more races,Median income (dollars); Margin of Error; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Married-couple families,Total; Margin of Error; FAMILIES - Married-couple families,Median income (dollars); Estimate; FAMILIES - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Married-couple families,"Total; Estimate; FAMILIES - Female householder, no husband present","Total; Margin of Error; FAMILIES - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Female householder, no husband present","Total; Estimate; FAMILIES - Male householder, no wife present","Total; Margin of Error; FAMILIES - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0100000US,,United States,114991725,179541,50502,73,78.0,0.1,53444,106,12.1,0.1,33223,226,0.7,0.1,35192,819,4.0,0.1,67885,801,0.1,0.1,49378,2920,3.3,0.1,37172,295,1.7,0.1,44115,729,11.9,0.1,39589,248,70.2,0.1,55305,104,4.1,0.1,23788,238,33.7,0.1,54768,207,40.1,0.1,61148,110,22.1,0.1,35107,120,76084006,144469,61455,109,44.4,0.1,58035,281,55.6,0.1,63701,140,73.0,0.1,74392,129,19.9,0.1,30052,135,7.2,0.1,41763,244,38907719,111894,30500,86,53.7,0.1,26288,96,45.7,0.1,23631,102,8.0,0.1,50379,478,46.3,0.1,35718,143,36.3,0.1,31317,134,10.1,0.1,56020,397,29.0,(X),(X),(X),29.5,(X),(X),(X),26.3,(X),(X),(X)
0400000US37,37,North Carolina,3683364,19202,43916,519,73.3,0.3,49247,651,21.1,0.2,30829,748,1.0,0.1,33827,4516,1.7,0.1,61982,3197,N,N,53788,27109,1.8,0.1,30440,1948,1.1,0.1,33145,3343,5.5,0.1,32852,1399,69.9,0.2,50273,514,4.3,0.2,22236,730,34.9,0.3,46861,758,39.3,0.3,52345,751,21.5,0.2,32936,619,2455564,21325,54082,593,43.2,0.5,50467,968,56.8,0.5,56513,666,72.8,0.5,67162,701,20.9,0.4,26043,641,6.3,0.2,34082,1264,1227800,18768,26541,483,54.8,0.7,23474,657,47.8,0.7,21686,546,6.9,0.4,40267,2502,45.2,0.7,30876,650,36.2,0.7,27579,1075,9.1,0.5,44700,3084,27.8,(X),(X),(X),28.1,(X),(X),(X),25.7,(X),(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",60824,1547,40699,2603,72.7,2.0,46425,4079,18.9,1.4,30786,7877,N,N,"2,500-",***,N,N,31094,2476,N,N,-,**,N,N,29410,2808,N,N,N,N,N,N,30491,2464,70.8,1.9,46456,3991,4.5,1.1,31170,10939,32.4,2.6,41936,3081,38.2,2.6,53919,5621,24.9,1.5,26274,6113,41013,2256,51817,5081,43.1,3.7,43452,5455,56.9,3.7,59325,6484,65.9,4.8,68059,5654,24.6,4.2,31467,6256,9.5,2.8,32770,8600,19811,1958,21177,2126,59.2,5.2,20383,3225,54.1,5.0,18761,4263,5.1,2.6,46065,2610,40.8,5.2,24817,6210,33.4,4.9,23084,7462,7.4,3.2,39554,31879,30.1,(X),(X),(X),27.4,(X),(X),(X),35.2,(X),(X),(X)
0500000US37019,37019,"Brunswick County, North Carolina",46277,3616,38584,4811,86.4,2.4,42195,5826,N,N,24489,2812,N,N,-,**,N,N,31361,10609,N,N,-,**,N,N,-,**,N,N,N,N,N,N,N,N,84.0,2.3,42012,5542,0.2,0.4,16989,29459,27.7,3.9,50054,23707,38.2,3.6,37694,5534,33.9,2.6,37280,11621,33605,3330,46802,8401,N,N,55442,25042,N,N,46045,7227,N,N,56730,7731,N,N,21625,9207,N,N,17156,39436,12672,2543,19144,6129,57.9,8.9,16965,3994,52.7,8.8,16550,3448,5.2,4.2,36356,82104,42.1,8.9,23171,20033,32.3,9.4,22164,16945,9.8,6.9,40246,67848,32.9,(X),(X),(X),34.4,(X),(X),(X),26.8,(X),(X),(X)
0500000US37021,37021,"Buncombe County, North Carolina",101507,2365,41422,1907,90.5,1.0,42116,2035,7.1,0.7,25748,8235,N,N,N,N,N,N,130775,80287,N,N,-,**,N,N,68517,64467,N,N,N,N,N,N,31718,14774,87.5,1.2,42426,2149,3.7,0.9,28591,3968,34.0,1.8,42915,4066,38.2,1.8,44435,5009,24.1,1.4,37273,5391,58309,2837,52045,5886,40.3,3.1,47467,8332,59.7,3.1,54159,6689,73.6,3.8,66144,4762,19.9,3.1,28997,4436,6.5,2.4,33112,7012,43198,3218,28085,2677,56.3,4.0,27171,2897,47.6,4.2,24700,3754,8.7,2.4,41732,9623,43.7,4.0,29994,5298,34.3,4.0,25106,5027,9.4,2.8,60232,16462,26.1,(X),(X),(X),25.0,(X),(X),(X),25.0,(X),(X),(X)
0500000US37023,37023,"Burke County, North Carolina",33685,1538,36706,3510,91.1,2.2,38043,3567,N,N,30240,9161,N,N,N,N,N,N,29672,3217,N,N,-,**,N,N,41813,14690,N,N,29782,7364,N,N,21508,10332,88.9,2.0,39003,3507,3.6,1.6,39963,17714,29.1,2.5,38106,4726,39.1,2.4,42003,6559,28.3,2.2,26569,4721,23526,1714,45757,4148,N,N,38357,7105,N,N,47532,3263,N,N,55862,4083,N,N,22234,9731,N,N,22300,8771,10159,1381,17728,5519,57.1,6.5,20607,5435,49.9,6.5,17081,4003,7.2,5.0,61257,8041,42.9,6.5,16557,3589,39.2,6.5,16373,3152,3.7,2.8,32967,37510,19.6,(X),(X),(X),18.2,(X),(X),(X),23.0,(X),(X),(X)
0500000US37025,37025,"Cabarrus County, North Carolina",65324,2007,48668,3416,80.3,2.2,52447,5146,16.0,1.6,33490,4613,N,N,N,N,N,N,N,N,N,N,-,**,N,N,44250,6955,N,N,N,N,N,N,43844,6169,77.1,2.2,54565,5358,3.2,1.1,24776,4307,36.8,2.8,57064,9105,40.8,3.0,55127,7780,19.1,1.9,31817,4016,45075,2414,58047,6204,46.3,3.8,66128,9476,53.7,3.8,55972,3886,78.4,3.7,67407,6469,16.3,3.2,30063,11864,5.3,1.8,36290,14017,20249,2260,25303,5599,57.2,5.6,22761,4405,51.8,5.5,20593,3786,5.4,2.8,42827,28653,42.8,5.6,30356,6367,35.3,5.9,26104,9164,7.5,3.4,68454,41706,28.8,(X),(X),(X),27.9,(X),(X),(X),29.2,(X),(X),(X)
0500000US37027,37027,"Caldwell County, North Carolina",32122,1430,33198,2592,91.9,2.1,33914,2679,N,N,7160,5876,N,N,N,N,N,N,-,**,N,N,-,**,N,N,N,N,N,N,N,N,N,N,N,N,91.7,2.0,33959,2720,1.3,1.0,7743,22358,29.7,2.6,33791,4867,41.0,3.0,38872,4019,28.0,1.9,24377,5839,20831,1615,43293,3483,N,N,41075,5416,N,N,45022,3559,N,N,47458,3414,N,N,26470,9715,N,N,9637,19843,11291,1460,17406,2000,51.8,7.4,18318,3383,48.8,8.0,17831,3944,3.0,2.8,19950,13299,48.2,7.4,16162,2951,43.3,7.8,14939,2816,4.8,3.0,31533,18506,28.7,(X),(X),(X),26.0,(X),(X),(X),32.1,(X),(X),(X)
0500000US37031,37031,"Carteret County, North Carolina",28071,2217,44429,5166,91.4,1.7,45247,4570,N,N,24837,22283,N,N,-,**,N,N,80302,67163,N,N,-,**,N,N,-,**,N,N,N,N,N,N,105429,61436,90.6,1.8,45005,4863,1.7,1.1,35113,38724,28.4,3.5,37078,15238,40.9,3.3,58011,10456,29.0,2.2,39151,2609,17628,1851,55965,10343,N,N,46649,8943,N,N,61262,5723,N,N,68315,11718,N,N,24827,10759,N,N,24792,53444,10443,1659,28392,8703,51.6,7.3,23424,14674,47.8,7.7,19623,9568,3.8,3.3,37161,101499,48.4,7.3,31665,16171,38.9,8.4,29151,10560,9.5,5.7,49196,21715,24.7,(X),(X),(X),22.8,(X),(X),(X),25.0,(X),(X),(X)
