GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0100000US,,United States,116291033,141632,52250,65,77.6,0.1,55867,106,12.1,0.1,34815,202,0.7,0.1,36641,653,4.3,0.1,72472,609,0.1,0.1,50591,1921,3.3,0.1,39346,487,1.8,0.1,46709,487,12.2,0.1,41508,182,69.4,0.1,57684,143,3.9,0.1,25391,207,33.1,0.1,56987,164,39.6,0.1,63474,179,23.4,0.1,37847,137,76680463,129862,64030,134,43.4,0.1,60654,155,56.6,0.1,66424,135,72.8,0.1,77607,152,19.8,0.1,31227,135,7.3,0.1,44019,365,39610570,97239,31705,61,53.4,0.1,27527,136,45.2,0.1,24713,108,8.2,0.1,53819,555,46.6,0.1,37136,139,36.2,0.1,32123,102,10.4,0.1,59066,508,31.5,(X),(X),(X),32.1,(X),(X),(X),28.8,(X),(X),(X)
0400000US37,37,North Carolina,3757480,13443,45906,424,72.8,0.3,51132,444,20.9,0.2,32092,526,1.0,0.1,29381,2980,1.9,0.1,67263,3890,N,N,60844,23711,2.0,0.1,32558,2492,1.3,0.1,37052,3995,5.7,0.1,34637,1583,69.5,0.2,51793,432,4.4,0.2,24266,1152,33.6,0.3,49693,1018,38.8,0.3,53876,757,23.2,0.2,34931,537,2474802,16886,56111,596,42.4,0.4,51937,879,57.6,0.4,58372,704,72.2,0.4,69542,746,21.0,0.4,26991,493,6.8,0.3,35719,1142,1282678,13756,28454,552,55.1,0.6,25111,504,47.4,0.7,22843,503,7.7,0.4,44802,2454,44.9,0.6,32883,1177,34.9,0.7,29110,964,10.0,0.5,52494,2712,30.0,(X),(X),(X),30.8,(X),(X),(X),27.2,(X),(X),(X)
0500000US37001,37001,"Alamance County, North Carolina",59200,1593,42512,2279,73.7,1.8,46070,3739,18.4,1.3,29401,11189,N,N,20025,10815,N,N,76570,47798,N,N,-,**,N,N,26377,17185,N,N,20753,14710,N,N,25132,9280,71.7,1.6,46671,3967,4.5,1.4,15297,5082,30.1,1.9,49878,8473,40.3,1.9,50666,2737,25.2,1.5,29908,2633,40452,1850,51779,3804,42.4,3.9,47566,6123,57.6,3.9,57348,5982,69.7,3.5,64558,3203,19.4,3.1,25775,5838,10.9,2.6,30441,9866,18748,1534,22976,2196,60.0,5.2,23789,2689,53.1,5.2,22455,2567,6.9,3.1,49074,33145,40.0,5.2,22170,2371,34.4,5.2,21954,2120,5.6,3.3,24106,17832,31.0,(X),(X),(X),29.4,(X),(X),(X),33.8,(X),(X),(X)
0500000US37019,37019,"Brunswick County, North Carolina",48444,2235,47334,3780,87.0,1.5,49587,3695,9.6,1.2,31595,9849,N,N,-,**,N,N,-,**,N,N,-,**,N,N,32946,21937,N,N,24350,11669,N,N,30393,18900,85.4,1.6,49906,4229,1.4,0.9,26975,14114,24.1,1.7,38821,5138,38.3,2.1,53575,7783,36.3,1.9,47274,4671,34428,2014,56834,2937,30.0,3.2,40896,9588,70.0,3.2,61765,3899,75.7,3.8,67769,5118,17.0,3.2,25241,6368,7.4,2.1,39886,13806,14016,1754,25831,3144,64.7,4.9,25326,4442,57.8,5.6,23397,5411,6.9,4.5,26628,4582,35.3,4.9,29418,12177,32.5,5.2,26373,11155,2.9,1.4,75893,27871,31.4,(X),(X),(X),32.9,(X),(X),(X),26.6,(X),(X),(X)
0500000US37021,37021,"Buncombe County, North Carolina",100980,2378,46431,2756,91.5,1.0,47955,2392,6.1,0.8,26116,7257,N,N,75900,72702,N,N,40861,8003,N,N,-,**,N,N,N,N,N,N,53815,7391,N,N,33019,13775,88.3,1.2,48785,2326,2.8,0.7,21893,13536,32.6,1.8,46983,3785,38.7,1.5,56797,5951,25.9,1.3,34877,4622,59289,2754,60686,3416,35.0,2.8,55862,7392,65.0,2.8,63760,4826,77.8,2.5,71312,3648,16.7,2.1,30211,3133,5.5,1.5,34069,1923,41691,2583,30360,2502,57.3,3.6,28635,3080,49.0,3.3,26417,3473,8.3,2.3,42590,9277,42.7,3.6,35314,7831,31.6,3.4,26523,3791,11.0,2.9,50427,6462,24.1,(X),(X),(X),27.6,(X),(X),(X),18.1,(X),(X),(X)
0500000US37023,37023,"Burke County, North Carolina",34484,1377,33379,2947,89.9,2.3,34747,3469,N,N,25809,14310,N,N,-,**,N,N,70266,43141,N,N,-,**,N,N,N,N,N,N,13075,9098,N,N,21199,13889,87.8,2.0,35182,3660,2.6,1.6,18393,14784,26.3,2.4,32327,3506,41.7,2.3,40513,5924,29.5,2.0,27403,5326,21389,1637,48167,5053,N,N,34383,13338,N,N,52798,5620,N,N,59621,5816,N,N,18797,5147,N,N,44099,15963,13095,1419,19937,3210,51.1,6.2,19439,6762,47.3,6.3,17791,3463,3.7,3.0,69733,23255,48.9,6.2,20257,3999,37.2,7.2,19690,4661,11.8,5.8,26390,18802,23.1,(X),(X),(X),25.3,(X),(X),(X),17.8,(X),(X),(X)
0500000US37025,37025,"Cabarrus County, North Carolina",65725,1727,54307,3801,80.3,1.5,54177,3870,14.6,1.3,52777,11492,N,N,N,N,N,N,86950,78120,N,N,-,**,N,N,47694,25873,N,N,110587,108685,N,N,31250,11973,76.7,1.4,55658,4145,1.7,0.7,30965,18698,36.5,2.1,64837,12141,40.7,1.7,61553,6242,21.0,1.3,34618,3533,48330,2098,67893,6598,49.5,2.9,73750,6115,50.5,2.9,60639,3471,78.8,3.4,77938,3220,16.1,2.9,37381,5526,5.1,1.6,41503,11721,17395,1709,32388,4318,53.0,6.1,24735,2603,48.7,5.8,24189,2940,4.3,2.3,50319,51658,47.0,6.1,40807,6362,36.1,6.1,35035,7361,10.9,3.4,57330,12505,29.6,(X),(X),(X),28.9,(X),(X),(X),30.5,(X),(X),(X)
0500000US37027,37027,"Caldwell County, North Carolina",29255,1556,32386,2726,91.1,2.1,33754,3327,N,N,21225,5155,N,N,-,**,N,N,-,**,N,N,-,**,N,N,24860,19455,N,N,N,N,N,N,30682,20830,90.8,2.1,33725,3307,2.2,1.4,19500,14132,29.3,2.9,42213,11214,41.7,3.2,33431,9552,26.7,2.9,27471,2792,20495,1768,45588,6401,N,N,57354,5716,N,N,40144,9324,N,N,51316,3132,N,N,24375,5200,N,N,29362,17837,8760,1522,19007,3651,49.6,8.0,15957,2921,44.1,8.6,14866,3440,5.5,4.2,32417,45240,50.4,8.0,22334,8306,46.5,8.0,21146,5402,3.9,4.4,-,**,39.9,(X),(X),(X),38.6,(X),(X),(X),42.2,(X),(X),(X)
0500000US37031,37031,"Carteret County, North Carolina",29961,1405,45231,3526,90.3,1.2,46890,2532,N,N,33682,7734,N,N,-,**,N,N,N,N,N,N,-,**,N,N,N,N,N,N,23845,9175,N,N,22442,19870,88.7,1.2,47280,2444,4.4,1.5,22292,21731,24.1,2.3,45195,13636,39.8,2.2,51482,4807,31.6,2.0,39855,3766,19424,1272,53057,4846,N,N,37495,17850,N,N,56954,5498,N,N,59361,6190,N,N,25558,11372,N,N,52886,18566,10537,996,28720,6891,55.8,5.1,23523,3551,48.1,4.9,21495,2762,7.6,3.4,73689,33470,44.2,5.1,34786,4982,37.1,5.6,31532,8018,7.2,2.9,44904,15545,28.5,(X),(X),(X),27.9,(X),(X),(X),28.5,(X),(X),(X)
