GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Male:,Margin of Error; Income in the past 12 months below poverty level: - Male:,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - Under 5 years,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 5 years,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 15 years,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,Estimate; Income in the past 12 months below poverty level: - Male: - 25 to 34 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 25 to 34 years,Estimate; Income in the past 12 months below poverty level: - Male: - 35 to 44 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 35 to 44 years,Estimate; Income in the past 12 months below poverty level: - Male: - 45 to 54 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 45 to 54 years,Estimate; Income in the past 12 months below poverty level: - Male: - 55 to 64 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 55 to 64 years,Estimate; Income in the past 12 months below poverty level: - Male: - 65 to 74 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 65 to 74 years,Estimate; Income in the past 12 months below poverty level: - Male: - 75 years and over,Margin of Error; Income in the past 12 months below poverty level: - Male: - 75 years and over,Estimate; Income in the past 12 months below poverty level: - Female:,Margin of Error; Income in the past 12 months below poverty level: - Female:,Estimate; Income in the past 12 months below poverty level: - Female: - Under 5 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - Under 5 years,Estimate; Income in the past 12 months below poverty level: - Female: - 5 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 5 years,Estimate; Income in the past 12 months below poverty level: - Female: - 6 to 11 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 6 to 11 years,Estimate; Income in the past 12 months below poverty level: - Female: - 12 to 14 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 12 to 14 years,Estimate; Income in the past 12 months below poverty level: - Female: - 15 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 15 years,Estimate; Income in the past 12 months below poverty level: - Female: - 16 and 17 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 16 and 17 years,Estimate; Income in the past 12 months below poverty level: - Female: - 18 to 24 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 18 to 24 years,Estimate; Income in the past 12 months below poverty level: - Female: - 25 to 34 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 25 to 34 years,Estimate; Income in the past 12 months below poverty level: - Female: - 35 to 44 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 35 to 44 years,Estimate; Income in the past 12 months below poverty level: - Female: - 45 to 54 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 45 to 54 years,Estimate; Income in the past 12 months below poverty level: - Female: - 55 to 64 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 55 to 64 years,Estimate; Income in the past 12 months below poverty level: - Female: - 65 to 74 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 65 to 74 years,Estimate; Income in the past 12 months below poverty level: - Female: - 75 years and over,Margin of Error; Income in the past 12 months below poverty level: - Female: - 75 years and over,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Male:,Margin of Error; Income in the past 12 months at or above poverty level: - Male:,Estimate; Income in the past 12 months at or above poverty level: - Male: - Under 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - Under 5 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 5 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 6 to 11 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 6 to 11 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 12 to 14 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 12 to 14 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 15 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 15 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 16 and 17 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 16 and 17 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 18 to 24 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 18 to 24 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 25 to 34 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 25 to 34 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 35 to 44 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 35 to 44 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 45 to 54 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 45 to 54 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 55 to 64 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 55 to 64 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 65 to 74 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 65 to 74 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 75 years and over,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 75 years and over,Estimate; Income in the past 12 months at or above poverty level: - Female:,Margin of Error; Income in the past 12 months at or above poverty level: - Female:,Estimate; Income in the past 12 months at or above poverty level: - Female: - Under 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - Under 5 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 5 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 6 to 11 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 6 to 11 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 12 to 14 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 12 to 14 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 15 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 15 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 16 and 17 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 16 and 17 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 18 to 24 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 18 to 24 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 25 to 34 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 25 to 34 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 35 to 44 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 35 to 44 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 45 to 54 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 45 to 54 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 55 to 64 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 55 to 64 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 65 to 74 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 65 to 74 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 75 years and over,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 75 years and over
0100000US,,United States,313476400,22840,46153077,275061,20599407,138894,2249826,31004,455160,11174,2631142,37319,1150989,19945,390150,9026,728066,15099,2960657,33326,2494283,34795,2016312,24998,2046775,23356,1991651,18669,886460,13312,597936,11318,25553670,153309,2198385,30684,428057,13853,2545922,35406,1114946,18514,381805,10215,725825,11822,3621707,36009,3879329,36656,3019798,31570,2549636,28546,2380221,22473,1360028,17717,1348011,17240,267323323,275538,132827872,140689,7708668,28877,1533804,19935,9836942,42422,5048737,33822,1771927,15820,3498287,21823,11374862,31914,18884026,37108,17759596,30071,18822102,31558,17464253,21225,11848961,16944,7275707,14708,134495451,155067,7332523,31000,1468494,23033,9419264,39547,4825660,35156,1680741,17663,3329466,20973,10180582,32423,17778052,40298,17410618,36871,19247161,35157,18703007,24933,13193788,21249,9926095,19085
0400000US37,37,North Carolina,9790073,3862,1607835,31818,709633,17839,78756,4796,16838,2402,93490,5523,40100,3732,15446,2112,25321,2652,101572,4851,82814,5031,70080,5322,73979,4336,66730,3904,28078,2466,16429,1946,898202,20866,78219,5036,17519,2303,87011,6134,41316,3551,12474,1801,23145,2277,125971,6540,144793,6445,106694,5913,87866,5027,81921,4105,49523,3058,41750,2929,8182238,31003,4037585,16932,224502,5268,43352,3311,296978,6694,161768,6156,53847,3177,102836,4122,357441,7232,532604,6809,557522,6667,579831,5602,526565,4405,384604,3691,215735,2905,4144653,21105,209167,4456,47209,3876,281736,8223,148232,6831,52917,3131,102110,3518,289675,7722,515291,7030,563680,5681,609534,6334,587750,5109,435517,3844,301835,3445
0500000US37001,37001,"Alamance County, North Carolina",154248,522,31056,4346,13179,2115,1459,628,651,474,1472,745,490,462,603,512,509,403,1990,852,1562,859,1530,697,1119,452,793,397,773,395,228,179,17877,2739,1532,639,384,251,1640,530,1206,560,101,126,632,433,2239,733,2515,832,2535,873,1330,590,1433,597,1239,522,1091,478,123192,4332,60995,2341,3470,667,589,345,4554,757,2643,719,702,334,1665,573,4570,951,7240,689,7740,764,9498,688,8557,450,5813,460,3954,195,62197,2542,2743,641,895,604,3635,755,2248,619,725,312,1428,404,4289,772,7467,1023,7649,825,9799,751,9286,773,6746,578,5287,606
0500000US37019,37019,"Brunswick County, North Carolina",121644,747,17351,2628,7772,1483,789,433,0,200,559,455,0,200,328,385,560,554,873,599,406,287,673,538,1497,1046,976,521,776,387,335,233,9579,1798,385,207,37,58,702,389,624,472,19,32,152,188,338,259,1989,841,1051,532,1613,692,1426,655,910,412,333,203,104293,2574,50776,1651,1607,397,400,407,2992,673,1589,569,294,325,747,498,3416,762,4741,675,5256,732,5574,542,8350,539,11156,503,4654,270,53517,1898,2144,447,426,333,2744,656,943,537,457,345,1565,669,3539,824,3778,729,5517,602,5834,727,10362,684,11251,470,4957,400
0500000US37021,37021,"Buncombe County, North Carolina",247297,1242,37036,4762,18823,2834,1057,520,164,253,2567,925,1080,539,340,451,807,521,1940,761,3948,1042,1589,759,1246,603,3018,1044,772,433,295,222,18213,2556,1675,694,598,522,1633,692,728,532,343,323,183,287,2302,713,3727,985,1657,847,2100,823,2042,677,644,479,581,305,210261,5192,99755,3042,5385,868,887,572,5733,1219,2966,867,1473,478,1913,513,7682,833,12743,1115,14626,1139,14624,985,13683,1134,10953,535,7087,359,110506,3063,5039,865,1616,701,6594,1179,1839,569,977,528,2384,776,6731,1064,14898,1069,14110,1102,14742,1190,17464,774,13990,595,10122,513
0500000US37023,37023,"Burke County, North Carolina",85509,1528,14168,2332,6365,1315,279,205,130,120,661,372,112,136,0,200,92,105,562,339,893,437,723,442,1380,765,690,399,603,373,240,229,7803,1469,918,411,0,200,484,279,456,393,37,61,287,245,589,391,1136,409,1202,596,1007,526,425,275,715,299,547,307,71341,2211,35557,1470,1853,356,210,169,2323,452,1527,500,554,285,1002,268,2909,303,3732,575,4305,621,5423,728,5049,442,4144,442,2526,349,35784,1266,1177,263,330,240,2228,606,1004,398,407,292,448,245,2847,345,3211,461,4335,635,5717,589,6486,402,4397,306,3197,308
0500000US37025,37025,"Cabarrus County, North Carolina",195195,598,21190,4160,9527,2230,1381,785,111,119,1369,706,538,366,269,272,646,418,1482,731,800,400,713,497,866,416,751,446,307,266,294,240,11663,2385,526,404,140,165,861,445,961,587,210,228,250,215,1520,681,1486,760,2279,884,1078,571,733,311,1408,588,211,164,174005,4239,85795,2553,4932,1036,1526,734,8270,1071,3392,905,1688,557,2425,707,6970,947,9556,1101,14247,805,13074,587,9664,463,6691,609,3360,452,88210,2611,5196,873,851,456,7514,999,4530,1086,935,426,2354,468,5941,647,10440,1164,13557,1065,13477,642,10700,371,7042,760,5673,588
0500000US37027,37027,"Caldwell County, North Carolina",79889,562,12320,2575,4815,1184,417,338,169,289,247,270,29,51,0,200,401,432,194,236,455,387,486,380,1319,551,827,493,177,172,94,82,7505,1802,256,289,251,382,479,383,446,459,98,112,125,151,454,330,934,509,863,468,1428,759,1175,538,656,479,340,220,67569,2553,34686,1284,1422,426,715,574,2471,561,1324,606,562,355,638,337,2892,304,3617,359,4295,502,5531,508,5211,614,3797,194,2211,167,32883,1696,1689,624,476,370,1687,583,1136,557,439,240,956,329,2340,287,3272,582,3916,537,4778,672,5233,683,3935,481,3026,249
0500000US37031,37031,"Carteret County, North Carolina",67763,375,9136,2047,4023,1111,519,505,119,170,540,409,57,75,184,225,71,83,509,300,298,277,273,205,571,228,562,366,255,220,65,91,5113,1313,474,337,0,200,211,262,346,344,62,108,180,236,626,361,545,358,684,448,926,425,577,261,205,157,277,182,58627,2037,28192,1228,710,483,113,105,1642,535,778,372,428,381,826,318,1928,541,2906,299,3369,313,4228,406,4491,395,4292,293,2481,155,30435,1295,1260,395,166,163,1881,608,777,349,440,278,833,388,1523,368,2995,343,3200,479,4213,489,5531,384,4695,263,2921,203
