GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Income in the past 12 months below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - Male:,Margin of Error; Income in the past 12 months below poverty level: - Male:,Estimate; Income in the past 12 months below poverty level: - Male: - Under 5 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - Under 5 years,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 5 years,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 15 years,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,Estimate; Income in the past 12 months below poverty level: - Male: - 25 to 34 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 25 to 34 years,Estimate; Income in the past 12 months below poverty level: - Male: - 35 to 44 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 35 to 44 years,Estimate; Income in the past 12 months below poverty level: - Male: - 45 to 54 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 45 to 54 years,Estimate; Income in the past 12 months below poverty level: - Male: - 55 to 64 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 55 to 64 years,Estimate; Income in the past 12 months below poverty level: - Male: - 65 to 74 years,Margin of Error; Income in the past 12 months below poverty level: - Male: - 65 to 74 years,Estimate; Income in the past 12 months below poverty level: - Male: - 75 years and over,Margin of Error; Income in the past 12 months below poverty level: - Male: - 75 years and over,Estimate; Income in the past 12 months below poverty level: - Female:,Margin of Error; Income in the past 12 months below poverty level: - Female:,Estimate; Income in the past 12 months below poverty level: - Female: - Under 5 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - Under 5 years,Estimate; Income in the past 12 months below poverty level: - Female: - 5 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 5 years,Estimate; Income in the past 12 months below poverty level: - Female: - 6 to 11 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 6 to 11 years,Estimate; Income in the past 12 months below poverty level: - Female: - 12 to 14 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 12 to 14 years,Estimate; Income in the past 12 months below poverty level: - Female: - 15 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 15 years,Estimate; Income in the past 12 months below poverty level: - Female: - 16 and 17 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 16 and 17 years,Estimate; Income in the past 12 months below poverty level: - Female: - 18 to 24 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 18 to 24 years,Estimate; Income in the past 12 months below poverty level: - Female: - 25 to 34 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 25 to 34 years,Estimate; Income in the past 12 months below poverty level: - Female: - 35 to 44 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 35 to 44 years,Estimate; Income in the past 12 months below poverty level: - Female: - 45 to 54 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 45 to 54 years,Estimate; Income in the past 12 months below poverty level: - Female: - 55 to 64 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 55 to 64 years,Estimate; Income in the past 12 months below poverty level: - Female: - 65 to 74 years,Margin of Error; Income in the past 12 months below poverty level: - Female: - 65 to 74 years,Estimate; Income in the past 12 months below poverty level: - Female: - 75 years and over,Margin of Error; Income in the past 12 months below poverty level: - Female: - 75 years and over,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - Male:,Margin of Error; Income in the past 12 months at or above poverty level: - Male:,Estimate; Income in the past 12 months at or above poverty level: - Male: - Under 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - Under 5 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 5 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 6 to 11 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 6 to 11 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 12 to 14 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 12 to 14 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 15 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 15 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 16 and 17 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 16 and 17 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 18 to 24 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 18 to 24 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 25 to 34 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 25 to 34 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 35 to 44 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 35 to 44 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 45 to 54 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 45 to 54 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 55 to 64 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 55 to 64 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 65 to 74 years,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 65 to 74 years,Estimate; Income in the past 12 months at or above poverty level: - Male: - 75 years and over,Margin of Error; Income in the past 12 months at or above poverty level: - Male: - 75 years and over,Estimate; Income in the past 12 months at or above poverty level: - Female:,Margin of Error; Income in the past 12 months at or above poverty level: - Female:,Estimate; Income in the past 12 months at or above poverty level: - Female: - Under 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - Under 5 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 5 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 5 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 6 to 11 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 6 to 11 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 12 to 14 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 12 to 14 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 15 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 15 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 16 and 17 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 16 and 17 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 18 to 24 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 18 to 24 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 25 to 34 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 25 to 34 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 35 to 44 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 35 to 44 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 45 to 54 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 45 to 54 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 55 to 64 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 55 to 64 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 65 to 74 years,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 65 to 74 years,Estimate; Income in the past 12 months at or above poverty level: - Female: - 75 years and over,Margin of Error; Income in the past 12 months at or above poverty level: - Female: - 75 years and over
0100000US,,United States,315165470,22993,44268996,246910,19760056,125868,2116685,31995,410289,11344,2525832,35288,1074887,22240,363557,9866,694693,12476,2775762,35640,2344489,27620,1921750,23832,1903697,21475,2043258,22661,963162,14171,621995,11682,24508940,144096,2040264,30967,381590,10874,2401346,33759,1038170,18258,365741,9243,702659,14461,3371688,34171,3666834,31596,2842283,28549,2421058,27829,2432999,24396,1445084,20100,1399224,18039,270896474,250018,134569803,126843,7850083,29123,1567972,19296,9967272,40522,5142665,35985,1761059,21878,3577151,24464,11437644,33825,19303266,38944,17761870,26966,18805648,31189,17680290,27150,12277496,18440,7437387,15956,136326671,147732,7466735,30435,1489097,18645,9555768,42835,4899174,32270,1676852,18446,3383062,21989,10225644,34948,18212201,40006,17529817,33025,19179143,33279,18947977,27850,13682255,22039,10078946,22134
0400000US37,37,North Carolina,9886033,3818,1521880,32197,673956,17445,69283,5349,13227,2236,91933,5639,33767,3795,14220,2220,26644,2623,97233,6573,78394,5356,65988,5450,65472,4150,67138,4286,31595,2900,19062,1885,847924,19527,73035,5085,13829,2424,83207,5577,33838,3514,12743,1746,23827,2503,111396,5504,131080,6713,106091,5511,84428,4642,82340,4215,48871,3186,43239,2563,8364153,32628,4107250,18688,230608,5495,41351,3143,312956,8354,161824,5706,53282,3224,109039,4393,335836,7933,547221,7463,553439,5839,602581,6418,538343,4353,400442,3552,220328,3009,4256903,22025,212529,5330,44295,3619,298560,8039,148305,5827,53770,3663,103180,4125,308223,6656,541824,6614,563118,6707,620449,4952,599534,4942,452062,3740,311054,3250
0500000US37001,37001,"Alamance County, North Carolina",154927,765,25864,3970,9895,2163,850,553,155,244,1503,695,469,409,460,337,346,255,934,541,1185,522,1466,701,881,498,1056,537,509,415,81,101,15969,2517,2155,830,32,53,1584,584,1433,723,77,152,518,322,1952,899,2155,943,2390,880,1717,743,1106,450,227,151,623,362,129063,4041,64774,2335,2960,433,748,374,4660,978,2398,802,600,412,2336,553,5512,660,8211,662,7859,708,10011,662,9094,644,6169,408,4216,266,64289,2533,2820,805,518,310,2678,697,3440,787,821,312,1285,379,4345,1009,7538,804,7753,908,9661,838,9615,568,7798,330,6017,458
0500000US37019,37019,"Brunswick County, North Carolina",125961,893,18025,3743,5493,1563,393,598,0,203,295,328,57,98,293,216,123,236,927,662,701,520,578,398,345,243,828,448,398,230,555,353,12532,2776,1210,878,598,636,389,345,204,288,0,203,305,295,1151,601,1956,879,1263,1101,1763,664,1365,731,919,422,1409,915,107936,3922,55087,2879,3249,1465,45,72,2660,631,1931,546,753,362,496,211,2429,1066,5372,1026,5355,453,5969,406,9480,681,12099,401,5249,909,52849,2787,1591,716,384,431,2545,519,1173,618,322,269,1001,409,2443,623,4040,885,5107,503,5954,733,11210,811,12054,428,5025,431
0500000US37021,37021,"Buncombe County, North Carolina",249284,1544,32645,4347,13920,2365,627,391,543,540,2247,932,894,568,156,177,168,202,1285,660,1729,628,1811,863,1664,735,1571,702,732,400,493,308,18725,2939,925,643,198,310,1014,644,407,364,191,215,1098,472,2933,1148,3327,1286,1871,752,1771,775,1919,777,2059,687,1012,558,216639,4336,107227,2492,5760,858,519,313,7180,1172,3488,989,1901,783,1915,695,7558,732,15179,1063,14591,1088,14768,1050,14706,847,12463,452,7199,339,109412,3239,4126,776,935,537,6206,1313,3896,1410,596,436,2274,581,6220,1049,14617,1628,14607,1108,15305,1154,17579,927,13188,676,9863,638
0500000US37023,37023,"Burke County, North Carolina",86383,1432,16523,3350,7789,1842,759,372,280,222,834,438,383,308,183,266,90,116,803,578,634,493,951,474,1496,608,892,524,137,136,347,240,8734,1803,726,331,347,437,1151,598,316,360,45,82,108,143,773,433,1821,667,949,534,770,360,925,545,432,386,371,314,69860,3633,34392,2269,706,372,384,281,2246,514,808,324,1018,769,630,432,3014,566,3961,740,4139,636,5157,952,5424,667,4833,367,2072,268,35468,2133,1520,561,73,127,1690,534,919,366,559,202,896,457,2214,552,3268,891,3664,463,6149,739,5626,700,5010,510,3880,424
0500000US37025,37025,"Cabarrus County, North Carolina",199547,1028,23557,4603,9442,2294,1593,683,220,292,1920,780,1190,695,67,126,603,428,690,503,528,352,992,660,729,411,556,321,281,206,73,89,14115,2743,1090,648,332,442,1319,687,565,562,197,201,1027,624,1166,602,2506,1043,1790,759,2107,949,835,526,400,195,781,304,175990,4608,87340,2571,4159,926,924,385,6703,1115,4813,1166,1370,499,2245,508,7754,719,11034,1190,12555,1191,14236,1014,10440,621,7717,642,3390,112,88650,2786,5450,807,977,445,6956,1118,4310,788,1274,444,2484,485,6569,847,10444,1402,13339,914,12514,1161,11602,819,7996,498,4735,387
0500000US37027,37027,"Caldwell County, North Carolina",80293,592,14100,2828,6899,1730,199,201,60,85,400,320,370,259,445,459,0,203,1200,479,841,833,879,619,807,527,512,315,669,403,517,446,7201,1491,553,317,39,65,521,342,444,334,74,107,46,79,386,266,1335,593,1260,550,1216,521,184,194,721,332,422,320,66193,3013,32504,1750,1771,358,338,199,1886,654,1634,527,304,338,703,426,1987,535,4353,870,4077,394,5046,577,4810,365,3770,266,1825,458,33689,1771,1220,314,222,239,2584,689,1051,448,374,272,807,286,2941,581,3058,748,3803,585,4612,558,5956,369,4209,374,2852,279
0500000US37031,37031,"Carteret County, North Carolina",67923,298,7411,1726,3321,982,152,132,54,71,102,99,32,51,102,105,54,83,345,386,438,225,530,342,221,170,673,369,576,392,42,51,4090,1067,248,252,28,51,194,190,0,203,48,79,42,74,288,247,508,262,526,383,666,365,886,398,372,255,284,216,60512,1787,29699,1063,1409,287,445,234,2275,393,980,374,201,167,779,194,2131,253,2898,383,3453,552,4005,250,4309,379,4251,487,2563,154,30813,1203,1360,294,432,303,1876,470,758,364,421,239,481,239,1611,319,3211,402,3246,511,4235,384,5212,441,4961,514,3009,264
